60030 silly lifecycle defined@1.0.0~preinstall: no script for preinstall, continuing
62355 info linkStuff dashdash@1.14.0
62356 silly linkStuff dashdash@1.14.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62357 verbose linkBins dashdash@1.14.0
62358 verbose linkMans dashdash@1.14.0
62359 silly build deep-extend@0.4.1
62360 info linkStuff deep-extend@0.4.1
62361 silly linkStuff deep-extend@0.4.1 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62362 verbose linkBins deep-extend@0.4.1
62363 verbose linkMans deep-extend@0.4.1
62364 silly build delayed-stream@1.0.0
62365 info linkStuff delayed-stream@1.0.0
62366 silly linkStuff delayed-stream@1.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62367 verbose linkBins delayed-stream@1.0.0
62368 verbose linkMans delayed-stream@1.0.0
62369 silly build combined-stream@1.0.5
62370 info linkStuff combined-stream@1.0.5
62371 silly linkStuff combined-stream@1.0.5 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62372 verbose linkBins combined-stream@1.0.5
62373 verbose linkMans combined-stream@1.0.5
62374 silly build delegates@1.0.0
62375 info linkStuff delegates@1.0.0
62376 silly linkStuff delegates@1.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62377 verbose linkBins delegates@1.0.0
62378 verbose linkMans delegates@1.0.0
62379 silly build escape-string-regexp@1.0.5
62380 info linkStuff escape-string-regexp@1.0.5
62381 silly linkStuff escape-string-regexp@1.0.5 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62382 verbose linkBins escape-string-regexp@1.0.5
62383 verbose linkMans escape-string-regexp@1.0.5
62384 silly build extend@3.0.0
62385 info linkStuff extend@3.0.0
62386 silly linkStuff extend@3.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62387 verbose linkBins extend@3.0.0
62388 verbose linkMans extend@3.0.0
62389 silly build extsprintf@1.0.2
62390 info linkStuff extsprintf@1.0.2
62391 silly linkStuff extsprintf@1.0.2 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62392 verbose linkBins extsprintf@1.0.2
62393 verbose linkMans extsprintf@1.0.2
62394 silly build forever-agent@0.6.1
62395 info linkStuff forever-agent@0.6.1
62396 silly linkStuff forever-agent@0.6.1 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62397 verbose linkBins forever-agent@0.6.1
62398 verbose linkMans forever-agent@0.6.1
62399 silly build fs.realpath@1.0.0
62400 info linkStuff fs.realpath@1.0.0
62401 silly linkStuff fs.realpath@1.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62402 verbose linkBins fs.realpath@1.0.0
62403 verbose linkMans fs.realpath@1.0.0
62404 silly build generate-function@2.0.0
62405 info linkStuff generate-function@2.0.0
62406 silly linkStuff generate-function@2.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62407 verbose linkBins generate-function@2.0.0
62408 verbose linkMans generate-function@2.0.0
62409 silly build assert-plus@1.0.0
62410 info linkStuff assert-plus@1.0.0
62411 silly linkStuff assert-plus@1.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules/getpass/node_modules as its parent node_modules
62412 verbose linkBins assert-plus@1.0.0
62413 verbose linkMans assert-plus@1.0.0
62414 silly build getpass@0.1.6
62415 info linkStuff getpass@0.1.6
62416 silly linkStuff getpass@0.1.6 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62417 verbose linkBins getpass@0.1.6
62418 verbose linkMans getpass@0.1.6
62419 silly build graceful-fs@4.1.4
62420 info linkStuff graceful-fs@4.1.4
62421 silly linkStuff graceful-fs@4.1.4 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62422 verbose linkBins graceful-fs@4.1.4
62423 verbose linkMans graceful-fs@4.1.4
62424 silly build graceful-readlink@1.0.1
62425 info linkStuff graceful-readlink@1.0.1
62426 silly linkStuff graceful-readlink@1.0.1 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62427 verbose linkBins graceful-readlink@1.0.1
62428 verbose linkMans graceful-readlink@1.0.1
62429 silly build commander@2.9.0
62430 info linkStuff commander@2.9.0
62431 silly linkStuff commander@2.9.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62432 verbose linkBins commander@2.9.0
62433 verbose linkMans commander@2.9.0
62434 silly build has-ansi@2.0.0
62435 info linkStuff has-ansi@2.0.0
62436 silly linkStuff has-ansi@2.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62437 verbose linkBins has-ansi@2.0.0
62438 verbose linkMans has-ansi@2.0.0
62439 silly build has-color@0.1.7
62440 info linkStuff has-color@0.1.7
62441 silly linkStuff has-color@0.1.7 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62442 verbose linkBins has-color@0.1.7
62443 verbose linkMans has-color@0.1.7
62444 silly build has-unicode@2.0.1
62445 info linkStuff has-unicode@2.0.1
62446 silly linkStuff has-unicode@2.0.1 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62447 verbose linkBins has-unicode@2.0.1
62448 verbose linkMans has-unicode@2.0.1
62449 silly build hoek@2.16.3
62450 info linkStuff hoek@2.16.3
62451 silly linkStuff hoek@2.16.3 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62452 verbose linkBins hoek@2.16.3
62453 verbose linkMans hoek@2.16.3
62454 silly build boom@2.10.1
62455 info linkStuff boom@2.10.1
62456 silly linkStuff boom@2.10.1 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62457 verbose linkBins boom@2.10.1
62458 verbose linkMans boom@2.10.1
62459 silly build cryptiles@2.0.5
62460 info linkStuff cryptiles@2.0.5
62461 silly linkStuff cryptiles@2.0.5 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62462 verbose linkBins cryptiles@2.0.5
62463 verbose linkMans cryptiles@2.0.5
62464 silly build inherits@2.0.1
62465 info linkStuff inherits@2.0.1
62466 silly linkStuff inherits@2.0.1 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62467 verbose linkBins inherits@2.0.1
62468 verbose linkMans inherits@2.0.1
62469 silly build block-stream@0.0.9
62470 info linkStuff block-stream@0.0.9
62471 silly linkStuff block-stream@0.0.9 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62472 verbose linkBins block-stream@0.0.9
62473 verbose linkMans block-stream@0.0.9
62474 silly build ini@1.3.4
62475 info linkStuff ini@1.3.4
62476 silly linkStuff ini@1.3.4 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62477 verbose linkBins ini@1.3.4
62478 verbose linkMans ini@1.3.4
62479 silly build is-property@1.0.2
62480 info linkStuff is-property@1.0.2
62481 silly linkStuff is-property@1.0.2 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62482 verbose linkBins is-property@1.0.2
62483 verbose linkMans is-property@1.0.2
62484 silly build generate-object-property@1.2.0
62485 info linkStuff generate-object-property@1.2.0
62486 silly linkStuff generate-object-property@1.2.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62487 verbose linkBins generate-object-property@1.2.0
62488 verbose linkMans generate-object-property@1.2.0
62489 silly build is-typedarray@1.0.0
62490 info linkStuff is-typedarray@1.0.0
62491 silly linkStuff is-typedarray@1.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62492 verbose linkBins is-typedarray@1.0.0
62493 verbose linkMans is-typedarray@1.0.0
62494 silly build isarray@1.0.0
62495 info linkStuff isarray@1.0.0
62496 silly linkStuff isarray@1.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62497 verbose linkBins isarray@1.0.0
62498 verbose linkMans isarray@1.0.0
62499 silly build isstream@0.1.2
62500 info linkStuff isstream@0.1.2
62501 silly linkStuff isstream@0.1.2 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62502 verbose linkBins isstream@0.1.2
62503 verbose linkMans isstream@0.1.2
62504 silly build jsbn@0.1.0
62505 info linkStuff jsbn@0.1.0
62506 silly linkStuff jsbn@0.1.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62507 verbose linkBins jsbn@0.1.0
62508 verbose linkMans jsbn@0.1.0
62509 silly build ecc-jsbn@0.1.1
62510 info linkStuff ecc-jsbn@0.1.1
62511 silly linkStuff ecc-jsbn@0.1.1 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62512 verbose linkBins ecc-jsbn@0.1.1
62513 verbose linkMans ecc-jsbn@0.1.1
62514 silly build jodid25519@1.0.2
62515 info linkStuff jodid25519@1.0.2
62516 silly linkStuff jodid25519@1.0.2 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62517 verbose linkBins jodid25519@1.0.2
62518 verbose linkMans jodid25519@1.0.2
62519 silly build json-schema@0.2.2
62520 info linkStuff json-schema@0.2.2
62521 silly linkStuff json-schema@0.2.2 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62522 verbose linkBins json-schema@0.2.2
62523 verbose linkMans json-schema@0.2.2
62524 silly build json-stringify-safe@5.0.1
62525 info linkStuff json-stringify-safe@5.0.1
62526 silly linkStuff json-stringify-safe@5.0.1 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62527 verbose linkBins json-stringify-safe@5.0.1
62528 verbose linkMans json-stringify-safe@5.0.1
62529 silly build jsonpointer@2.0.0
62530 info linkStuff jsonpointer@2.0.0
62531 silly linkStuff jsonpointer@2.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62532 verbose linkBins jsonpointer@2.0.0
62533 verbose linkMans jsonpointer@2.0.0
62534 silly build mime-db@1.23.0
62535 info linkStuff mime-db@1.23.0
62536 silly linkStuff mime-db@1.23.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62537 verbose linkBins mime-db@1.23.0
62538 verbose linkMans mime-db@1.23.0
62539 silly build mime-types@2.1.11
62540 info linkStuff mime-types@2.1.11
62541 silly linkStuff mime-types@2.1.11 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62542 verbose linkBins mime-types@2.1.11
62543 verbose linkMans mime-types@2.1.11
62544 silly build form-data@1.0.0-rc4
62545 info linkStuff form-data@1.0.0-rc4
62546 silly linkStuff form-data@1.0.0-rc4 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62547 verbose linkBins form-data@1.0.0-rc4
62548 verbose linkMans form-data@1.0.0-rc4
62549 silly build minimatch@3.0.2
62550 info linkStuff minimatch@3.0.2
62551 silly linkStuff minimatch@3.0.2 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62552 verbose linkBins minimatch@3.0.2
62553 verbose linkMans minimatch@3.0.2
62554 silly build minimist@0.0.8
62555 info linkStuff minimist@0.0.8
62556 silly linkStuff minimist@0.0.8 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62557 verbose linkBins minimist@0.0.8
62558 verbose linkMans minimist@0.0.8
62559 silly build mkdirp@0.5.1
62560 info linkStuff mkdirp@0.5.1
62561 silly linkStuff mkdirp@0.5.1 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62562 verbose linkBins mkdirp@0.5.1
62563 verbose link bins [ { mkdirp: 'bin/cmd.js' },
62563 verbose link bins   '/Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules/.bin',
62563 verbose link bins   false ]
62564 verbose linkMans mkdirp@0.5.1
62565 silly gentlyRm /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules/.bin/mkdirp is being purged
62566 verbose gentlyRm don't care about contents; nuking /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules/.bin/mkdirp
62567 silly build ms@0.7.1
62568 info linkStuff ms@0.7.1
62569 silly linkStuff ms@0.7.1 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62570 verbose linkBins ms@0.7.1
62571 verbose linkMans ms@0.7.1
62572 silly build debug@2.2.0
62573 info linkStuff debug@2.2.0
62574 silly linkStuff debug@2.2.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62575 verbose linkBins debug@2.2.0
62576 verbose linkMans debug@2.2.0
62577 silly build node-uuid@1.4.7
62578 info linkStuff node-uuid@1.4.7
62579 silly linkStuff node-uuid@1.4.7 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62580 verbose linkBins node-uuid@1.4.7
62581 verbose link bins [ { uuid: './bin/uuid' },
62581 verbose link bins   '/Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules/.bin',
62581 verbose link bins   false ]
62582 verbose linkMans node-uuid@1.4.7
62583 silly gentlyRm /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules/.bin/uuid is being purged
62584 verbose gentlyRm don't care about contents; nuking /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules/.bin/uuid
62585 silly build nopt@3.0.6
62586 info linkStuff nopt@3.0.6
62587 silly linkStuff nopt@3.0.6 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62588 verbose linkBins nopt@3.0.6
62589 verbose link bins [ { nopt: './bin/nopt.js' },
62589 verbose link bins   '/Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules/.bin',
62589 verbose link bins   false ]
62590 verbose linkMans nopt@3.0.6
62591 silly gentlyRm /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules/.bin/nopt is being purged
62592 verbose gentlyRm don't care about contents; nuking /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules/.bin/nopt
62593 silly build number-is-nan@1.0.0
62594 info linkStuff number-is-nan@1.0.0
62595 silly linkStuff number-is-nan@1.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62596 verbose linkBins number-is-nan@1.0.0
62597 verbose linkMans number-is-nan@1.0.0
62598 silly build code-point-at@1.0.0
62599 info linkStuff code-point-at@1.0.0
62600 silly linkStuff code-point-at@1.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62601 verbose linkBins code-point-at@1.0.0
62602 verbose linkMans code-point-at@1.0.0
62603 silly build is-fullwidth-code-point@1.0.0
62604 info linkStuff is-fullwidth-code-point@1.0.0
62605 silly linkStuff is-fullwidth-code-point@1.0.0 has /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/fsevents/node_modules as its parent node_modules
62606 verbose linkBins is-fullwidth-code-point@1.0.0
